sample_id	gene	pc_up	pd_up	druggable	has_pathway_support
TH34_1240_S01	FAM207A	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	FEZF1	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	FEZF1-AS1	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	FOXP4-AS1	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	FREM1	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	GNGT2	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	GP1BB	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	GRP	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	HAP1	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	HSPB7	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	KLHL17	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	KLHL41	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	LDB3	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	LINC01405	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	LIPI	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	LOXHD1	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	MAP7D2	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	MB	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	MROH2A	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	MT-CO2	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	MUC6	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	MUSTN1	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	MYBPC1	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	MYH2	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	MYH7	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	MYL2	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	MYL3	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	MYLPF	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	MYOM2	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	MYOT	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	MYOZ1	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	NDUFB9	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	NEB	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	NPW	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	NR0B1	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	OTX2	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	PDIA2	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	PPP1R27	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	PRRT4	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	PYGM	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	RBM11	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	RHCG	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	RP1-20B21.4	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	RP11-150O12.6	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	RP11-20O24.4	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	RP11-451G4.2	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	RP11-478C6.4	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	RP13-870H17.3	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	RP5-857K21.11	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	RP5-857K21.7	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	RPLP1	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	RPS28	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	RUFY4	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	SC22CB-1E7.1	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	SCX	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	SEMA5B	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	SLN	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	SMPX	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	SNHG25	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	STAC3	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	SYCP1	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	TATDN1	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	TCAP	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	TFAP2B	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	TG	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	TMEM71	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	TNNC1	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	TNNC2	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	TNNI1	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	TNNI2	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	TNNT3	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	TRAV1-2	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	TRMT1	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	TSSC2	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	TTN-AS1	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	TTTY14	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	UGT3A2	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	XAGE1A	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	XAGE1B	TRUE	FALSE	FALSE	FALSE
TH34_1240_S01	XIRP2	TRUE	TRUE	FALSE	FALSE
TH34_1240_S01	ZGLP1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	AAMP	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	ABCC4	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	AC004540.4	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	ACACB	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	ADGRA2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	ADRA1B	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	AFMID	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	AGFG2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	AL442127.1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	AMPD3	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	ANKRA2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	ANKS1A	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	APBB3	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	APLN	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	ARSB	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	ASIC3	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	BARX1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	C1QL1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	C5orf56	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	CCKBR	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	CCNJL	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	CD34	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	CDC42EP2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	CDK20	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	CHN2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	CLASP2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	CLEC11A	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	CNTN1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	COL13A1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	CPED1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	CRMP1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	CTD-3064M3.3	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	CTD-3064M3.7	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	CTDSPL	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	CYP39A1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	CYP3A7	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	DAB2IP	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	DACT1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	DDX26B	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	DDX5	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	DOCK6	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	DPH1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	DPP10	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	ETV1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	F2RL2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	FAM160A2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	FBXO9	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	FCHSD1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	FENDRR	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	FGD5	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	FGF4	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	FGL2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	FLNC	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	FOXF1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	FREM1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	GALT	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	GBA2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	GEM	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	GFRA1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	GPR162	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	GPR20	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	GRAMD3	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	GUCY1A3	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	GUCY1B3	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	HAND2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	HAND2-AS1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	HERC2P2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	HIC1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	HOTAIRM1_5	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	HOXA3	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	HOXA5	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	HOXB3	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	HSD17B12	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	HSPA4L	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	IFT57	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	IGF2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	INPP5A	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	INPPL1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	ISOC1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	ITGA10	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	KANK2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	KCNK3	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	KIT	TRUE	FALSE	TRUE	FALSE
TH34_1349_S01	LGI4	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	LRRC4B	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	LRRN4CL	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	LSAMP	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	LTBP4	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	MARCH11	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	MC1R	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	MEIS1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	MFAP4	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	MIR143HG	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	MLXIP	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	MOXD1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	MRVI1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	MT-CO2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	NEFL	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	NELL1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	NEXN	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	NKX3-2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	NLGN4Y	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	NPTX1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	OBSCN	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	PCDHB10	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	PDE1A	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	PDE3A	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	PDE8A	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	PELO	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	PGM5	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	PIDD1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	PIP4K2A	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	PKD1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	PLAGL1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	PLAT	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	PLCE1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	PNISR	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	PPWD1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	PRKAR2B	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	PRRT2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	PTP4A3	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	PTPN12	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	PWWP2A	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	RAB28	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	RASGEF1B	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	RASSF2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	RCAN2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	RCBTB1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	RELN	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	RGS2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	RGS4	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	RGS7BP	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	RNPC3	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	RP11-323N12.5	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	RP11-394O4.5	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	RP11-429A20.4	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	RP11-626H12.1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	RP11-693N9.2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	RSPO3	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	SCUBE1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	SERTAD4	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	SFRP1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	SIK2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	SIN3B	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	SIX2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	SLC12A2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	SLC25A27	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	SLTM	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	SMTN	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	SMYD4	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	SPRY4	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	SPRY4-IT1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	SRSF5	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	ST5	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	STIM2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	STX11	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	SUN1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	SYNM	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	TAPBPL	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	TBL1X	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	TECPR2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	TMEM132C	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	TMEM30A	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	TMEM59L	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	TPBG	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	TSC22D4	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	TTC1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	ZFR2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	ZNF711	TRUE	FALSE	FALSE	FALSE
TH34_1349_S01	ZSWIM6	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	ABCC4	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	AC004540.4	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	ACACB	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	ACSM2A	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	ACSM2B	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	ADGRA2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	ADH1A	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	ADH1B	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	ADH1C	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	ADH4	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	ADH6	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	AFMID	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	AGFG2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	AGXT	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	AHSG	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	AL442127.1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	AL603831.1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	ALB	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	ALDOB	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	AMBP	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	AMPD3	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	ANGPTL3	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	ANKS1A	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	ANO1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	AOX1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	APOA1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	APOA2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	APOB	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	APOC1P1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	APOC3	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	APOC4	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	APOC4-APOC2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	APOH	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	APOM	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	AQP9	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	ARG1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	ARSB	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	ASGR1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	ASGR2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	BAAT	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	BARX1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	BHMT	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	BHMT2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	BMPR1A	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	C1QL1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	C4BPA	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	C4BPB	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	C6	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	C8A	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	C8B	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	C8G	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	C9	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	CCKBR	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	CD34	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	CDC42EP2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	CDK20	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	CEND1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	CFHR1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	CFHR3	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	CHN2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	CLEC11A	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	COL13A1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	CPB2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	CPED1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	CPS1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	CRMP1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	CTC-251I16.1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	CTD-3064M3.3	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	CTD-3064M3.7	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	CTDSPL	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	CYP1A2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	CYP2A6	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	CYP2B6	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	CYP2C8	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	CYP2C9	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	CYP2E1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	CYP3A4	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	CYP3A7	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	CYP4A11	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	CYP4A22	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	DAB2IP	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	DACT1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	DDX5	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	DOCK6	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	DPH1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	DPP10	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	EDN3	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	ETV1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	F2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	F2RL2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	FABP1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	FBXO9	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	FCN3	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	FENDRR	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	FGA	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	FGB	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	FGD5	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	FGF4	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	FGG	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	FGL1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	FGL2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	FMO3	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	FOXF1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	FTCD	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	G6PC	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	GALT	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	GC	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	GFRA1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	GLYAT	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	GLYATL1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	GPR162	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	GPR20	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	GRAMD3	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	GSTA2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	HAMP	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	HAND2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	HAND2-AS1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	HAO1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	HAO2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	HGFAC	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	HIC1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	HMGCS2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	HOTAIRM1_5	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	HOXA3	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	HOXA4	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	HOXA5	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	HP	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	HPD	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	HPR	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	HPX	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	HRG	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	HRH2	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	HSD11B1	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	HSD17B6	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	HULC	TRUE	FALSE	FALSE	FALSE
TH34_1349_S02	IGFBP1	TRUE	FALSE	FALSE	FALSE
